0.0143,-2,0,1,0,-2,-1,-1,1,1,1,-2,98,69180,0,0,0,81,-1,81,1,766,411,332282
0.0147,1,-1,-2,-1,0,0,-1,0,1,1,1,95,69499,-1,1,0,80,-1,84,-1,767,412,333335
0.0151,0,0,-1,0,-2,-2,-2,-2,0,1,-1,97,69823,-2,0,-2,82,-2,83,0,773,414,334394
0.0156,1,1,1,1,0,-1,0,1,0,0,-1,98,70225,-2,-1,-2,82,1,81,-1,779,419,335717
0.0160,-2,0,1,-2,-1,1,-2,-2,1,-1,-1,98,70549,-1,1,0,80,-2,81,0,784,419,336783
0.0164,0,2,0,-2,1,-1,-1,-2,1,0,-1,98,70877,1,0,-1,82,0,84,0,786,422,337849
0.0168,0,1,0,-1,1,-2,0,0,0,0,1,96,71205,-1,0,1,83,0,82,0,791,424,338915
0.0172,0,2,-2,1,-1,-1,-1,-2,0,0,0,98,71534,1,0,-2,81,1,81,0,797,429,339988
0.0176,1,1,-2,-1,-2,0,-1,0,-1,1,-2,96,71863,-2,-1,-1,81,1,83,-1,799,431,341064
0.0180,1,2,1,-1,0,-2,1,0,1,0,1,95,72192,-1,1,0,83,0,82,0,805,434,342143
0.0184,-2,0,-1,-2,0,0,0,-1,1,1,0,96,72526,0,0,-1,83,1,81,1,810,436,343223
0.0188,-1,0,0,0,0,-2,-1,1,0,1,-2,96,72859,-1,0,1,80,1,84,0,813,438,344309
0.0192,0,0,0,0,1,1,-2,1,0,1,1,98,73194,1,1,-1,82,1,84,-1,819,441,345394
0.0196,-2,1,0,1,-1,1,-2,-2,-1,0,-1,97,73534,1,1,-1,81,0,82,-1,821,443,346485
0.0201,1,0,-2,1,-1,1,-1,-1,0,0,1,96,73956,-1,-1,0,83,-2,82,1,826,446,347849
0.0205,-1,0,-2,0,-2,1,1,1,0,0,1,97,74296,-2,0,0,81,0,81,-1,832,449,348948
0.0209,-2,1,1,1,0,0,1,0,1,0,-1,96,74636,-2,0,0,80,1,84,0,838,450,350048
0.0213,1,1,-1,-1,1,0,-2,-1,-1,1,1,95,74979,0,0,0,81,-2,82,-1,843,456,351150
0.0217,1,2,-2,-2,0,0,-2,0,0,0,1,97,75326,1,-1,0,83,1,81,1,845,458,352256
0.0221,0,0,0,0,-2,-2,1,0,-1,0,-2,95,75669,0,-1,-2,82,-1,81,0,851,458,353362
0.0225,0,0,-2,-2,1,-1,-2,-2,1,-1,1,96,76017,0,0,0,82,-1,81,0,853,462,354473
0.0229,-2,0,-1,-1,-2,-1,1,1,1,-1,0,97,76364,-2,0,0,82,0,83,-1,858,466,355589
0.0233,-2,1,-1,1,0,-1,1,1,1,1,-2,97,76714,-2,0,0,81,1,82,-1,863,469,356704
0.0237,-1,1,1,1,1,1,-2,1,-1,-1,-1,95,77066,1,-1,-2,83,-1,84,0,870,471,357826
0.0241,1,0,1,0,-2,1,-2,-2,-1,0,1,98,77420,-1,0,-1,80,0,82,-1,872,475,358950
0.0246,1,1,-1,-2,1,-2,-1,1,0,1,0,96,77864,0,0,0,83,-1,82,1,881,478,360356
0.0250,0,2,-2,-2,-1,1,0,0,1,1,0,95,78218,-2,0,1,81,-2,81,-1,884,481,361487
0.0254,-2,1,1,-2,-1,-1,1,-1,0,-1,0,98,78578,1,1,-1,81,0,82,-1,891,483,362622
0.0258,0,0,1,0,0,0,-2,0,0,-1,1,97,78936,-2,-1,-2,83,1,82,1,896,485,363756
0.0262,-1,0,-1,-2,0,-1,0,-1,1,-1,1,96,79298,0,-1,-2,81,0,84,1,899,489,364895
0.0266,-1,2,-2,1,-2,0,1,1,-1,0,-2,97,79661,-2,-1,1,82,0,81,0,906,492,366038
0.0270,0,1,0,0,-1,-1,-2,-2,0,1,-1,97,80024,-2,0,-2,81,-2,82,1,907,492,367185
0.0274,0,0,-2,1,-2,0,0,-2,0,1,-2,96,80386,1,0,-2,82,1,83,1,914,497,368331
0.0278,1,1,0,0,0,-2,-2,0,1,1,-2,95,80754,-1,0,0,82,-2,81,-1,918,498,369484
0.0282,1,2,-2,0,1,1,1,1,-1,1,-1,97,81122,-2,0,-2,81,0,83,1,922,501,370638
0.0287,-2,0,0,0,-2,-2,0,0,0,-1,-1,97,81587,-2,-1,0,82,1,83,0,929,504,372088
0.0291,0,0,-2,1,-2,1,0,0,1,0,-1,95,81957,-1,-1,0,83,0,81,-1,937,507,373248
0.0295,-2,2,1,0,-1,1,1,-1,0,0,-1,98,82330,0,0,-2,82,0,81,1,942,511,374412
0.0299,1,0,1,-2,-2,-2,1,1,1,0,1,96,82705,-2,1,-1,82,1,81,-1,945,513,375580
0.0303,-2,1,-1,-1,0,0,-1,1,1,-1,-2,96,83080,0,-1,-2,81,-2,83,0,952,517,376750
0.0307,-1,2,-1,-1,1,1,0,-2,1,1,-1,95,83457,0,0,1,80,-2,84,-1,954,521,377926
0.0311,1,0,1,0,-2,-1,-2,-2,1,-1,0,97,83836,0,1,1,80,1,81,0,960,522,379101
0.0315,-2,1,1,1,-1,1,0,0,-1,1,-1,95,84219,1,1,-1,83,1,81,1,967,528,380284
0.0319,1,2,1,0,-1,-1,0,-2,1,0,0,98,84602,-2,-1,1,82,-2,81,0,970,531,381467
0.0323,0,0,-2,1,1,-2,1,-1,-1,0,0,97,84986,-2,0,1,80,-1,84,1,978,532,382653
0.0327,-1,0,0,1,-2,0,1,0,0,0,1,96,85371,-1,1,1,83,-2,83,-1,981,537,383840
0.0332,0,1,0,-2,0,1,1,-2,0,0,1,96,85854,-2,0,0,81,0,83,0,989,541,385335
0.0336,-2,1,0,0,-1,-2,-1,-1,-1,0,-2,95,86243,-1,0,-1,82,-1,83,0,995,543,386530
0.0340,-2,0,-2,-2,-2,0,0,-1,0,-1,-2,97,86634,1,1,-1,80,-2,82,-1,999,547,387730
0.0344,-2,0,-2,-2,-2,-2,0,0,1,0,-1,96,87024,0,0,-2,82,1,82,0,1003,549,388932
0.0348,1,0,-2,0,1,1,0,1,0,1,1,97,87420,-2,-1,-1,83,-2,84,1,1009,551,390141
0.0352,-1,1,1,-2,0,-2,0,-2,1,0,0,96,87814,0,0,-2,83,0,82,-1,1017,555,391349
0.0356,0,0,-2,0,-2,-2,0,-2,1,-1,1,98,88210,-2,0,0,80,-1,81,0,1023,560,392562
0.0360,-1,0,-1,1,1,1,-2,-2,0,1,1,96,88609,-2,1,0,83,-1,81,0,1026,564,393776
0.0364,-1,2,0,1,0,-1,-2,-2,0,0,-2,97,89011,-2,1,1,80,-2,81,0,1031,564,394998
0.0368,-1,0,1,-2,-1,-2,-1,-2,1,0,0,97,89411,-2,-1,1,83,0,84,0,1038,569,396219
0.0372,-2,2,-1,-2,0,0,1,1,0,1,-2,96,89816,-1,0,1,80,-1,84,1,1044,572,397442
0.0377,0,0,1,-2,0,-1,-1,0,0,-1,-1,98,90324,1,-1,1,82,-1,82,0,1052,574,398979
0.0381,-1,2,-2,-1,1,-2,-2,1,0,0,1,98,90731,-1,0,1,80,0,82,0,1055,581,400213
0.0385,-1,2,-1,-2,0,0,-2,-1,-1,0,-1,95,91139,-1,0,-2,80,1,83,1,1060,581,401449
0.0389,-1,2,-2,-1,-2,-1,0,-2,0,1,-1,98,91549,0,0,0,80,-1,83,0,1069,585,402688
0.0393,0,1,-1,-2,-1,-2,-1,1,-1,1,0,97,91963,1,0,0,80,-1,82,0,1075,590,403930
0.0397,1,1,-2,-2,-1,-1,1,0,0,1,1,97,92375,1,-1,-1,81,1,82,0,1081,594,405176
0.0401,1,0,1,1,0,1,0,1,0,0,0,98,92790,-1,-1,-1,82,1,82,-1,1085,597,406425
0.0405,1,1,-1,1,-2,1,-2,-2,0,0,0,97,93209,1,-1,-1,80,1,84,0,1090,600,407677
0.0409,1,0,1,1,0,-1,-2,-2,0,0,-2,96,93628,-2,-1,0,81,-2,82,1,1098,602,408932
0.0413,0,3,-2,0,1,1,0,-1,-1,0,-1,95,94047,1,1,-1,83,1,83,0,1101,605,410193
0.0417,0,2,0,0,0,-1,-2,0,-1,-1,1,98,94469,0,1,1,82,0,83,1,1110,609,411457
0.0422,-2,2,-2,0,-1,1,1,-2,0,0,-1,97,94999,-1,0,1,81,-1,82,0,1117,614,413038
0.0426,1,3,1,1,1,1,-1,0,-1,1,0,97,95425,0,0,-1,81,-1,83,0,1120,619,414306
0.0430,-2,0,0,-1,-1,1,-1,-2,0,1,-2,95,95854,1,0,-1,83,0,82,0,1129,622,415581
0.0434,1,0,1,-1,1,-1,0,0,0,0,-1,96,96284,0,0,1,82,0,82,0,1132,623,416856
0.0438,-2,0,1,-1,-2,-2,-1,1,1,1,-2,97,96715,0,0,-2,80,-1,84,0,1139,627,418134
0.0442,-2,1,-1,0,-1,0,-2,0,0,-1,0,97,97150,-1,0,1,81,-1,84,-1,1147,633,419420
0.0446,1,3,-2,-2,-1,0,-1,-1,0,0,1,95,97582,-2,0,0,80,-2,83,-1,1152,636,420705
0.0450,-1,3,0,-1,0,1,-2,-1,-1,0,-1,97,98018,-2,1,1,82,-1,81,0,1158,641,421996
0.0454,-1,2,-2,-1,-1,-2,0,0,1,-1,1,96,98457,1,0,0,81,1,83,-1,1166,645,423286
0.0458,1,3,1,-1,-2,-1,1,1,0,1,1,95,98899,-1,1,1,80,1,81,0,1169,646,424582
0.0463,1,0,-1,0,-1,0,0,1,1,0,-1,96,99450,1,0,-2,82,0,81,1,1179,652,426209
0.0467,0,3,-1,1,0,0,0,-2,1,0,-2,98,99895,1,0,-1,80,-2,81,0,1187,656,427511
0.0471,0,0,1,-2,-1,-2,-2,-1,0,0,0,96,100341,1,0,-2,80,0,83,0,1191,658,428819
0.0475,1,1,-1,-1,1,-1,-1,-2,0,-1,0,96,100788,-1,1,-1,80,-2,84,-1,1196,661,430130
0.0479,-1,1,-2,0,1,1,0,-1,-1,0,0,97,101235,0,-1,1,80,-2,81,1,1204,667,431447
0.0483,-1,2,1,0,1,-2,1,-2,1,-1,-1,97,101690,0,-1,-1,82,-1,83,0,1212,669,432762
0.0487,-2,0,-1,0,-1,-1,-2,-1,1,-1,-2,97,102141,1,-1,-2,82,1,84,-1,1216,673,434085
0.0491,-2,3,0,1,-1,0,0,-1,0,0,1,98,102596,0,0,-2,81,1,81,1,1223,676,435406
0.0495,1,0,-1,1,1,-2,1,0,0,0,-2,97,103053,-1,0,-1,83,1,81,-1,1230,680,436737
0.0499,1,2,-1,1,1,0,0,1,0,0,0,97,103512,-1,1,-2,81,1,84,-1,1235,685,438066
0.0503,1,3,-1,-2,-1,-1,-2,-2,1,1,0,95,103970,-2,1,0,80,0,83,0,1245,691,439401
0.0508,-2,2,0,-2,0,0,-2,-1,0,0,-1,97,104548,-2,0,1,83,0,81,1,1251,693,441075
0.0512,1,3,0,1,0,-1,-1,1,-1,1,0,98,105015,-1,0,1,82,1,83,0,1257,699,442417
0.0516,-1,1,-2,-1,0,-2,1,-1,0,-1,1,98,105479,0,0,1,80,0,84,0,1267,704,443763
0.0520,-1,3,-1,1,-2,0,-2,0,1,1,-1,98,105949,0,-1,0,81,-2,81,1,1273,705,445111
0.0524,1,3,-1,-2,0,-1,0,0,-1,0,1,97,106419,0,0,0,81,-1,83,1,1279,711,446463
0.0528,-2,1,-2,0,-1,0,1,-1,0,0,0,97,106888,-2,0,-2,80,-2,83,-1,1285,715,447821
0.0532,1,3,1,0,0,-2,-2,1,0,-1,0,95,107361,0,-1,-1,80,0,81,0,1294,720,449180
0.0536,1,0,-2,1,1,-2,0,-2,0,0,1,97,107839,1,1,-1,80,-2,81,1,1298,722,450545
0.0540,0,0,-2,-1,-1,1,0,1,0,1,-1,98,108318,1,1,1,83,-2,83,0,1306,727,451910
0.0544,-2,1,0,-2,0,-1,-2,-2,1,0,-1,97,108794,0,0,0,81,0,83,1,1312,730,453281
0.0548,-1,2,0,0,-1,-1,-2,-2,0,1,-2,96,109277,-2,1,-2,80,-1,82,1,1319,737,454656
0.0553,-2,2,-2,1,1,0,-1,-1,-1,1,-2,97,109881,1,0,0,83,0,84,-1,1327,742,456377
0.0557,-2,1,-2,1,-1,0,0,0,0,0,-2,97,110365,1,-1,0,80,-2,81,1,1336,744,457760
0.0561,0,2,0,-1,-2,-1,-1,-2,0,-1,-2,95,110854,-2,-1,-2,81,-2,82,0,1344,747,459145
0.0565,-1,4,1,0,1,-2,0,0,0,0,-2,97,111344,1,0,-2,80,-1,81,0,1349,754,460534
0.0569,0,4,-2,-2,-1,0,1,0,-1,0,-2,97,111836,0,-1,-1,81,-1,81,0,1357,756,461925
0.0573,1,4,-2,-1,-2,-2,1,-1,1,1,-2,95,112327,0,-1,-2,82,-1,81,1,1366,760,463321
0.0577,-1,3,-1,-2,-2,-1,-1,1,0,0,-1,98,112825,1,0,-2,81,1,82,1,1371,764,464718
0.0581,-1,1,-1,1,1,-2,0,-1,0,-1,-2,97,113319,-1,0,-1,81,-2,84,0,1377,770,466121
0.0585,-1,4,-2,0,-1,-2,-1,-1,0,1,-1,98,113820,-2,0,0,82,-1,83,0,1385,775,467528
0.0589,0,4,-2,1,-2,1,-1,1,0,1,1,95,114320,0,-1,-2,82,0,83,1,1393,777,468938
0.0593,0,2,-2,1,-2,-1,0,-1,-1,0,0,97,114823,-1,1,-1,80,-1,83,0,1401,785,470352
0.0598,1,3,0,0,-2,0,0,0,-1,1,-1,96,115455,0,0,1,82,0,83,0,1409,787,472125
0.0602,1,3,0,-2,0,-2,-2,-2,1,0,1,96,115964,0,0,0,83,1,81,-1,1416,794,473547
0.0606,0,3,-2,-2,0,-1,-2,-1,-1,-1,-1,97,116471,-1,0,0,80,-2,82,0,1426,798,474975
0.0610,0,2,-2,-2,1,-2,-2,-1,-1,-1,1,98,116982,-2,-1,1,83,-2,84,-1,1433,803,476402
0.0614,1,4,-1,-1,-2,-1,-2,-1,0,0,0,98,117496,-2,-1,1,82,-2,82,1,1441,806,477834
0.0618,-2,1,1,-2,0,0,0,-1,0,0,1,98,118012,-2,1,-1,82,1,82,1,1447,811,479270
0.0622,-1,3,0,-2,-1,0,-1,1,0,0,-2,97,118530,-1,0,1,81,1,81,0,1456,815,480711
0.0626,0,2,0,1,-2,-2,1,-2,0,-1,-1,97,119049,0,-1,-1,83,1,82,0,1465,819,482156
0.0630,-2,4,0,0,-1,1,0,0,-1,-1,-1,98,119571,1,0,0,83,0,81,0,1472,827,483604
0.0634,1,4,-1,-2,1,1,0,0,0,-1,-1,95,120097,-2,0,-1,82,-1,83,0,1477,832,485055
0.0639,-1,2,0,-1,1,-2,1,0,1,0,1,97,120754,-1,0,-1,80,1,81,0,1490,834,486871
0.0643,-2,2,-1,-1,-2,-1,1,0,1,1,1,98,121280,1,1,1,82,-2,83,-1,1496,842,488332
0.0647,-1,2,0,-1,1,-1,1,-1,-1,1,-2,95,121812,1,-1,0,81,-1,82,1,1503,844,489795
0.0651,0,4,-2,-1,1,-2,0,0,-1,-1,1,98,122342,1,1,0,83,0,82,-1,1513,850,491261
0.0655,-1,2,-2,0,-1,1,-1,-1,0,1,-1,96,122879,-2,-1,-1,82,0,84,0,1522,854,492732
0.0659,-2,3,1,-2,1,0,-1,-1,0,1,0,95,123416,1,1,-1,82,1,82,0,1528,861,494204
0.0663,0,3,-2,1,-1,1,-1,0,1,0,1,97,123954,1,0,1,83,-1,83,-1,1536,865,495681
0.0667,-2,3,0,-2,0,1,1,0,0,0,-2,97,124493,0,0,-1,82,-2,81,-1,1545,870,497164
0.0671,-2,2,-2,-2,0,-1,-2,0,0,-1,1,98,125039,-2,0,1,81,0,83,0,1554,874,498648
0.0675,0,3,0,-1,1,0,0,1,0,-1,-2,96,125581,0,1,-1,83,0,83,0,1562,878,500139
0.0679,-1,4,-1,1,-2,0,0,-2,-1,-1,1,95,126128,0,0,1,82,-1,81,0,1567,883,501630
0.0684,-2,2,1,1,1,-1,1,0,-1,0,-1,97,126815,-2,1,1,81,0,81,1,1581,890,503502
0.0688,-2,4,-1,1,-1,1,1,-1,1,-1,1,96,127367,-2,0,-1,83,0,82,1,1586,895,505000
0.0692,-1,5,-1,1,-2,0,-2,-2,0,0,-2,96,127921,0,1,0,82,-1,83,0,1594,902,506506
0.0696,1,4,-1,-1,1,0,-1,1,0,0,0,97,128480,-1,1,-1,80,0,82,-1,1606,907,508014
0.0700,1,3,-1,1,0,0,0,-1,0,-1,1,96,129039,0,0,-2,82,1,84,1,1614,909,509529
0.0704,1,4,-2,1,0,0,-2,-2,-1,-1,0,98,129597,-1,1,-1,80,0,82,1,1620,915,511043
0.0708,-2,5,1,1,-2,0,1,1,-1,1,-1,98,130161,-1,1,1,81,0,82,-1,1629,922,512564
0.0712,0,2,-2,-2,-2,-2,1,-2,0,-1,0,98,130726,-2,1,-1,82,1,84,0,1637,925,514089
0.0716,-2,4,1,0,0,-1,0,1,0,-1,0,97,131294,-1,-1,0,80,0,84,-1,1646,931,515614
0.0720,-1,5,-1,-1,-2,1,-2,-1,-1,1,0,96,131860,-1,0,1,82,0,83,1,1656,937,517146
0.0724,0,5,0,0,1,0,1,-2,-1,-1,0,97,132435,-2,0,1,82,-2,82,0,1664,941,518679
0.0729,1,4,-2,0,-2,-2,-2,-2,1,-1,-2,97,133150,-1,0,0,80,0,84,-1,1674,947,520605
0.0733,1,4,1,0,-2,-1,-1,-1,0,0,-1,96,133729,-1,0,-1,83,-2,81,0,1684,954,522147
0.0737,-1,3,-1,-1,-1,-2,0,0,-1,0,1,96,134306,-2,0,-2,82,-1,81,0,1693,957,523697
0.0741,1,4,0,-2,0,-2,1,-1,-1,0,1,98,134886,-1,1,-1,83,-2,81,0,1702,966,525247
0.0745,0,5,0,1,1,0,1,0,1,-1,-2,97,135471,0,0,1,81,1,82,0,1710,969,526804
0.0749,-2,3,1,-2,-1,0,-1,-2,1,0,-1,98,136055,-1,0,-2,80,-1,84,0,1721,976,528362
0.0753,-2,4,-1,0,-1,1,-1,0,0,0,-1,96,136641,1,-1,-2,81,-2,83,1,1730,980,529925
0.0757,1,6,-2,0,0,0,-2,1,-1,0,1,95,137234,0,0,-2,81,-2,84,0,1737,986,531493
0.0761,-1,5,0,-2,1,-2,-2,1,1,0,-2,96,137825,-1,0,0,81,1,81,0,1748,992,533064
0.0765,-1,6,0,1,-2,1,1,-2,1,0,0,95,138418,1,1,-1,81,-2,82,0,1757,997,534636
0.0769,-1,4,1,-2,0,-1,-2,1,1,0,1,95,139017,-2,1,-1,80,0,81,0,1763,1003,536217
0.0774,1,6,1,-2,-2,1,-1,-1,0,0,-1,95,139766,1,0,-1,82,-1,83,0,1778,1008,538194
0.0778,1,6,0,0,-2,1,0,1,-1,0,-2,97,140369,1,0,-1,82,-1,81,-1,1785,1016,539781
0.0782,-2,6,-1,-1,0,-1,-2,1,1,-1,-2,95,140970,0,0,1,83,-1,82,0,1793,1023,541374
0.0786,0,5,1,1,-2,-1,1,0,-1,-1,1,97,141579,-2,-1,1,82,-2,83,1,1805,1028,542969
0.0790,1,3,-1,1,0,-1,-2,1,-1,1,1,96,142188,-1,0,1,83,1,81,0,1814,1032,544568
0.0794,1,3,0,-1,0,-1,-1,1,-1,0,-1,97,142796,-1,1,0,81,0,82,1,1823,1038,546170
0.0798,1,6,-1,-2,0,-2,1,-1,1,0,0,98,143413,-1,-1,-2,81,0,82,0,1831,1045,547778
0.0802,-1,5,1,1,-2,-2,1,0,1,0,0,95,144027,-2,0,1,80,-2,83,1,1841,1051,549389
0.0806,1,3,0,-2,1,0,-2,-1,-1,0,1,98,144646,1,0,-1,81,-2,81,-1,1852,1057,551004
0.0810,-1,5,-2,-1,-1,0,-2,0,-1,0,0,98,145267,-2,-1,0,83,1,82,0,1860,1060,552620
0.0815,0,7,0,-2,-1,1,1,1,1,1,-1,96,146044,1,1,0,81,1,82,-1,1874,1069,554651
0.0819,-1,5,0,1,1,1,1,-2,-1,-1,0,97,146671,-2,-1,-2,82,-2,81,1,1883,1076,556277
0.0823,-2,7,1,0,0,-1,0,-1,0,0,0,95,147300,-1,-1,1,81,1,83,0,1892,1082,557911
0.0827,1,4,1,0,-2,0,1,-2,0,1,-1,97,147929,-2,-1,0,82,-2,82,0,1903,1087,559546
0.0831,0,4,1,0,0,-1,0,-1,-1,1,0,95,148564,0,0,1,83,-2,84,-1,1914,1093,561187
0.0835,-2,5,-2,-1,0,0,0,-1,0,0,1,96,149198,0,1,-1,82,-1,83,0,1921,1098,562830
0.0839,-1,5,1,-2,0,-2,-2,-2,1,0,0,95,149838,0,0,-2,83,0,84,0,1933,1104,564476
0.0843,1,5,-1,0,1,0,-2,1,0,-1,-1,96,150476,-1,0,0,82,1,84,0,1943,1110,566129
0.0847,0,6,0,0,0,0,-2,-2,1,0,-1,98,151118,1,0,0,82,-1,82,1,1952,1119,567784
0.0851,-2,6,-2,1,-1,0,-2,-1,0,-1,0,95,151764,0,-1,0,81,0,84,0,1964,1123,569446
0.0855,-2,6,0,-1,0,1,-1,-1,0,0,1,97,152413,-1,0,-2,83,-1,84,0,1974,1131,571108
0.0860,0,6,-1,1,1,1,1,-1,-1,1,1,98,153224,-1,0,-1,80,0,84,1,1985,1138,573193
0.0864,0,4,0,-2,0,1,-2,0,0,0,0,96,153878,1,-1,1,82,-1,81,-1,1998,1143,574868
0.0868,1,7,0,-1,-1,1,-1,1,0,1,-2,95,154535,-2,-1,-1,81,1,81,1,2008,1152,576542
0.0872,1,8,-2,-2,-2,-1,1,0,-1,0,-1,95,155193,0,1,-2,80,0,84,1,2015,1157,578227
0.0876,-2,8,-2,0,-1,1,-1,-1,1,1,-2,96,155854,-2,1,-2,80,-1,83,0,2026,1163,579912
0.0880,1,5,-2,-2,-1,0,-2,-2,0,0,-1,97,156517,0,1,-1,82,1,81,0,2038,1171,581600
0.0884,1,8,-2,-1,1,1,1,0,0,0,0,95,157181,1,-1,1,81,0,83,1,2048,1176,583293
0.0888,1,8,0,1,0,-2,-1,-1,1,0,1,96,157848,0,0,0,82,-2,83,0,2058,1181,584993
0.0892,-1,5,-2,0,0,-2,1,-1,0,0,1,96,158518,0,0,1,81,-1,83,0,2069,1191,586694
0.0896,1,8,0,-1,-2,-2,-2,-2,-1,-1,-2,96,159193,-1,1,-1,81,0,82,-1,2081,1197,588398
0.0900,0,8,-2,0,0,-2,1,-2,1,0,-1,97,159868,1,1,0,81,-2,81,1,2089,1204,590109
0.0905,0,6,0,1,-2,0,1,0,1,0,-1,96,160716,0,-1,-1,82,1,83,0,2104,1211,592250
0.0909,0,7,-1,1,-1,-2,-2,-2,0,0,-1,95,161398,-1,1,0,82,-1,81,1,2116,1217,593970
0.0913,-1,6,-1,-1,0,-1,1,-1,0,-1,0,96,162081,1,0,0,80,-1,83,1,2125,1223,595693
0.0917,1,7,0,1,1,1,-2,-2,-1,-1,0,95,162767,-1,-1,1,81,-2,84,0,2137,1232,597420
0.0921,0,5,1,0,0,0,0,-1,0,0,-1,96,163458,-1,1,-1,79,1,81,1,2147,1239,599154
0.0925,-2,7,1,-2,-1,-1,0,-1,-1,1,1,96,164151,-2,1,-1,82,-2,83,0,2158,1244,600891
0.0929,-2,6,0,1,-2,1,-1,0,0,1,0,97,164845,-2,-1,0,79,0,82,-1,2172,1251,602631
0.0933,-2,8,-2,-2,1,-2,-1,-1,0,-1,1,98,165542,-1,-1,1,81,-2,84,1,2180,1259,604375
0.0937,0,8,-2,1,0,0,-2,0,-1,0,1,98,166240,-2,0,-1,79,1,84,-1,2193,1267,606124
0.0941,1,8,1,-1,-1,-1,-2,-1,0,0,-2,96,166944,0,1,0,81,-2,82,1,2204,1272,607876
