Time (ms),Intensity
47815,1782106404
47876,1535871641
47937,1160933200
47997,659976156
48058,1009260510
48118,348754032
48179,641247936
48239,504751662
48300,1287473505
48360,1398050009
48421,1929687988
48481,661276109
48542,1339484953
48602,1339018307
48663,1857345207
48723,1226491592
48784,1149054200
48844,1609124646
48905,1335841573
48966,1861209127
49026,291772877
49087,1436095346
49147,1551697486
49208,1513515879
49268,1479880726
49329,2015609619
49389,291941834
49450,1599848038
49510,375113034
49571,1191607208
49631,488383097
49692,582285230
49752,1032866713
49813,266967714
49873,449605285
49934,591345065
49994,84286579
50055,2113087395
50116,1720579032
50176,184737989
50237,1278561561
50297,1602968693
50358,1599945176
50418,1306939690
50479,142353434
50539,1396653389
50600,1210002944
50660,1345862536
50721,886494231
50781,741844995
50842,932349242
50902,935593006
50963,529704838
51023,1445195382
51084,1641904817
51144,374865068
51205,793647564
51266,876767068
51326,1866527078
51387,1191063250
51447,394643910
51508,136934024
51568,31029208
51629,1715026720
51689,865090179
51750,1424730099
51810,472799902
51871,563501946
51931,1728256454
51992,154321557
52052,29829983
52113,1218535341
52173,2063081525
52234,1189580401
52294,1173878249
52355,1530768039
52416,193873556
52476,1567739654
52537,950309246
52597,412162844
52658,697607848
52718,92405363
52779,494619703
52839,1443630111
52900,1282711404
52960,485147086
53021,721533567
53081,533472305
53142,842662190
53202,728858919
53263,964563122
53323,178259663
53384,1852621759
53444,1391780811
53505,1971680813
53566,76816510
53626,576997903
53687,540624033
53747,1972008648
53808,1917234469
53868,1480292452
53929,1716922269
53989,2049961399
54050,1397879113
54110,718527126
54171,351872468
54231,665632391
54292,583295582
54352,970989372
54413,1151079328
54473,76442710
54534,903834419
54594,1674216558
54655,1328786024
54716,817773255
54776,1373642357
54837,806930569
54897,1325558345
54958,1964484296
55018,83235672
55079,1871077299
55139,1737528322
55200,1602473074
55260,1976847003
55321,1238693274
55381,998688171
55442,1205022912
55502,1137364727
55563,885893999
55623,986179493
55684,1176546443
55744,2107335220
55805,123129953
55866,1124873601
55926,213045493
55987,1451796056
56047,1196838633
56108,634054924
56168,1953242962
56229,1120215549
56289,611254313
56350,200976089
56410,1948918318
56471,1762001699
56531,1771300002
56592,642256480
56652,205758161
56713,726507979
56773,690765202
56834,943788323
56894,1014764162
56955,1047517329
57016,1236261529
57076,933839127
57137,1967256217
57197,752737514
57258,142964941
57318,315420963
57379,1548530199
57439,1719461870
57500,1871498469
57560,1412973708
57621,1211948470
57681,249046675
57742,1323000707
57802,1217659352
57863,1417639308
57923,302022381
57984,321995909
58044,1388682314
58105,993461046
58166,572608239
58226,589993828
58287,584762210
58347,137610962
58408,1354134091
58468,345566476
58529,1567443104
58589,490705617
58650,461027702
58710,584939934
58771,612691757
58831,921937598
58892,1119828270
58952,1146012250
59013,1967437770
59073,1129009285
59134,2135426348
59194,608490562
59255,1547240863
59316,1339772335
59376,269336972
59437,1595246905
59497,1023094209
59558,1339325814
59618,2074997404
59679,550358166
59739,445597767
59800,267110508
59860,136552378
59921,1576734958
59981,30643005
60042,1480083547
60102,66405083
60163,2135960704
60223,1824693962
60284,210840788
60345,1902820642
60405,1358771809
60466,1250191756
60526,1690937576
60587,219179065
60647,62153354
60708,284150608
60768,479524802
60829,316927161
60889,1683746446
60950,1296983881
61010,772400452
61071,951915321
61131,494958052
61192,682384534
61252,1089927350
61313,889272714
61373,897790081
61434,1727500923
61495,1362280243
61555,1458312174
61616,556728179
61676,421565540
61737,957774056
61797,2051133653
61858,1641809070
61918,215976279
61979,1857747280
62039,978357035
62100,1627012858
62160,1166888292
62221,404483312
62281,1578717372
62342,1560833543
62402,1688801328
62463,1954292492
62523,352872057
62584,497706344
62645,356765811
62705,342431475
62766,104225054
62826,21115405
62887,1524660876
62947,1008159266
63008,1162591711
63068,883576065
63129,110600095
63189,1513632025
63250,1790909314
63310,2095190525
63371,1089608358
63431,1887279367
63492,1606711078
63552,1051730811
63613,2127439039
63673,843635804
63734,1924867385
63795,1317937814
63855,1169355094
63916,1416489317
63976,329759715
64037,1772928701
64097,2118272101
64158,1113624244
64218,71274227
64279,445938726
64339,502816358
64400,1059660360
64460,223091861
64521,155325161
64581,1559313517
64642,1497729925
64702,1750754757
64763,603825262
64823,137776784
64884,784584645
64945,408020299
65005,1228915153
65066,1946951486
65126,1986469507
65187,2009257496
65247,1794626769
65308,1029530875
65368,1131909689
65429,1976885402
65489,873901423
65550,46265461
65610,840914633
65671,6425452
65731,1910517279
65792,994602997
65852,126382126
65913,1605399960
65973,1392023513
66034,2071967268
66095,2004749595
66155,197277365
66216,1797465265
66276,1696764307
66337,1837282903
66397,465983471
66458,1222159731
66518,297439440
66579,170499572
66639,280868896
66700,131387621
66760,1966065562
66821,261527635
66881,622085566
66942,1716714346
67002,1276180371
67063,1976755870
67123,1743119893
67184,954614602
67245,1480360408
67305,595311866
67366,984109675
67426,813214120
67487,1153447315
67547,1092056051
67608,531193733
67668,1586263690
67729,1076604352
67789,360620675
67850,449740414
67910,1210413049
67971,1077350586
68031,1323550506
68092,1160319251
68152,2131009749
68213,835479373
68273,1183059473
68334,1034092566
68395,1026918004
68455,1963789883
68516,429632678
68576,1422243925
68637,976672539
68697,608018516
68758,644572743
68818,1712918644
68879,1517217046
68939,1832018092
69000,1533664067
69060,79640249
69121,1289525314
69181,136480491
69242,1497912485
69302,568732140
69363,1437641678
69423,1265200643
69484,1526028284
69545,1995910289
69605,1443090285
69666,1231038347
69726,1199722129
69787,509798687
69847,2072764411
69908,2015416867
69968,1682032207
70029,1492600474
70089,1624800253
70150,1592312392
70210,469636697
70271,1217583096
70331,952458278
70392,1174092714
70452,348143554
70513,1946713462
70573,1249488490
70634,96279636
70695,1487740441
70755,938385121
70816,1358201039
70876,769331095
70937,197738582
70997,1745416268
71058,598035024
71118,1950910236
71179,1786956398
71239,713351456
71300,1275319953
71360,832049014
71421,1713364494
71481,1123720004
71542,1606862935
71602,283357684
71663,287616585
71723,1721728222
71784,34808624
71845,1832526573
71905,846440949
71966,687675056
72026,1171913716
72087,471955400
72147,1229404609
72208,273720819
72268,219560754
72329,1960358931
72389,1493455961
72450,1936660042
72510,1911145845
72571,1875987905
72631,849100449
72692,237320450
72752,2104077201
72813,2112861491
72874,1133331652
72934,858280092
72995,278761392
73055,1953880605
73116,1200344984
73176,1025140053
73237,1194912750
73297,1057344021
73358,1021766164
73418,1310690571
73479,1790794158
73539,420890446
73600,816175389
73660,1084550050
73721,770266185
73781,1044885101
73842,1161053774
73902,1013579672
73963,285548397
74024,1564963312
74084,2085847183
74145,1978154254
74205,361986383
74266,1795563454
74326,945071854
74387,2095780716
74447,960261675
74508,1415176597
74568,1925946684
74629,1814724332
74689,1764480646
74750,670012895
74810,617683664
74871,1229532328
74931,1741115766
74992,984557349
75052,1394454820
75113,740097637
75174,1834897812
75234,1849532974
75295,1615486533
75355,1322044709
75416,1869828513
75476,1868566368
75537,1418808378
75597,1633406494
75658,1715500101
75718,1382822000
75779,1843571329
75839,607242062
75900,1139211052
75960,623704700
76021,255404878
76081,944439799
76142,1836855421
76202,1225035760
76263,1739280572
76324,1608459492
76384,1595777166
76445,1133924767
76505,1964481642
76566,1638289096
76626,1890508633
76687,777512596
76747,50537258
76808,467442904
76868,2039867950
76929,1407183734
76989,1825642600
77050,301522981
77110,126954270
77171,217533196
77231,67136324
77292,754291943
77352,478822266
77413,1949016521
77474,1860096266
77534,1878189139
77595,855338864
77655,21080349
77716,1538733159
77776,2013699488
77837,1600677286
77897,1501438593
77958,946895141
78018,442647625
78079,675019997
78139,711193513
78200,2054185205
78260,1294815632
78321,769529687
78381,1848589527
78442,1158234820
78502,1953308353
78563,1350495974
78624,627646617
78684,1506736268
78745,204309809
78805,1719467126
78866,715105860
78926,694607076
78987,1124386672
79047,1362860484
79108,1495381141
79168,548118595
79229,1680377965
79289,268994437
79350,147996360
79410,1462269738
79471,1084380680
79531,1500777268
79592,2010899765
79652,543067480
79713,1979983559
79774,1903065697
79834,1056080979
79895,1446369625
79955,881887370
80016,2139084221
80076,227759314
80137,1374803584
80197,1875738519
80258,1316225510
80318,1776156679
80379,650663042
80439,197992382
80500,478917341
80560,55157802
80621,793406664
80681,1580721364
80742,816283830
80802,81432495
80863,27992497
80924,1286411595
80984,1761375571
81045,1765678076
81105,1536846124
81166,715880824
81226,1201134140
81287,1280147023
81347,1239356567
81408,1911664418
81468,1189966600
81529,1113185157
81589,1400788788
81650,1095332208
81710,1651663993
81771,1427962606
81831,448732170
81892,1984316723
81952,424554851
82013,904687009
82074,1867724605
82134,917545990
82195,1077584359
82255,1464488313
82316,1718164423
82376,698232276
82437,286216480
82497,1210073201
82558,1571885327
82618,837751518
82679,26996973
82739,1977296977
82800,312014740
82860,504740149
82921,57324528
82981,1922778162
83042,1502050328
83102,1033768023
83163,588907434
83224,1946521969
83284,713783620
83345,2110213317
83405,1281879038
83466,867239011
83526,636540416
83587,26182055
83647,526633514
83708,1337576038
83768,5917993
83829,449597728
83889,972185740
83950,1651009977
84010,174376139
84071,156377272
84131,1419480242
84192,692476355
84253,739621932
84313,1400876899
84374,2035469894
84434,1944310501
84495,243065378
84555,1891340353
84616,837713916
84676,70147666
84737,1607809494
84797,1920306120
84858,1413856637
84918,8506474
84979,1319794068
85039,358781831
85100,161878136
85160,1836314637
85221,1712898358
85281,2022918176
85342,410892367
85403,1189777466
85463,1413589538
85524,584642334
85584,67238494
85645,1994545046
85705,936780350
85766,16446422
85826,1353853828
85887,825899001
85947,1023551154
86008,75776184
86068,1313994679
86129,1286687694
86189,461568755
86250,2099140215
86310,170857007
86371,204465737
86431,1375121528
86492,1899265973
86553,984349381
86613,1497184192
86674,2061163566
86734,243730101
86795,1521768359
86855,380184376
86916,1978339612
86976,400657756
87037,939147879
87097,312197506
87158,1018940467
87218,807250536
87279,622286138
87339,476486962
87400,731180591
87460,2048687754
87521,1335171765
87581,202208651
87642,900386706
87703,1272430217
87763,592570330
87824,343630712
87884,1382003176
87945,352400936
88005,1403729111
88066,1043780856
88126,500969160
88187,639327136
88247,255070991
88308,370609096
88368,1934434166
88429,397593905
88489,286595174
88550,1775192184
88610,2043441574
88671,1659242639
88731,863601967
88792,815401254
88853,974032500
88913,740576517
88974,2089783972
89034,809166795
89095,1757366022
89155,987413272
89216,1501785936
89276,1662813070
89337,1034519740
89397,21928508
89458,117848391
89518,2078085581
89579,1990753006
89639,1957582717
89700,706850195
89760,1947855249
89821,1203178691
89881,1348612287
89942,2004548290
90003,517847467
90063,1207697809
90124,2005422105
90184,626569345
90245,1295169544
90305,897535019
90366,1139831265
90426,368661302
90487,1537424831
90547,199614744
90608,1024349241
90668,1193775154
90729,1713164100
90789,1970186337
90850,1799257829
90910,889846862
90971,1393838263
91031,1567319610
91092,1838106153
91153,1085497245
91213,1536224694
91274,1030975959
91334,1956936236
91395,733608317
91455,1234193851
91516,649105367
91576,423112398
91637,903284399
91697,2044394961
91758,1044922244
91818,188084678
91879,627529885
91939,59722812
92000,1194618785
92060,1034981287
92121,386404893
92181,969483790
92242,529294162
92303,429089434
92363,929276361
92424,1639329967
92484,173634979
92545,824285734
92605,1496527714
92666,519678156
92726,1491530234
92787,891586154
92847,498248386
92908,648296585
92968,581159864
93029,1009538034
93089,309655565
93150,1054045575
93210,1450965173
93271,564672100
93331,135232330
93392,607429123
93453,159397446
93513,1296580786
93574,942983107
93634,837864708
93695,404710301
93755,2068035116
93816,1645533125
93876,836239341
93937,104421637
93997,646308803
94058,819621269
94118,29478555
94179,1629197427
94239,730419710
94300,2115617799
94360,115472386
94421,985095288
94481,438171060
94542,1496563397
94603,2092070265
94663,234715987
94724,1122862894
94784,38432598
94845,1361112102
94905,2017928740
94966,1191083536
95026,976190751
95087,642771384
95147,2021006194
95208,5925030
95268,2126150069
95329,1658959238
95389,1916024445
95450,26925529
95510,1131649995
95571,1407414173
95631,1800226311
95692,994143437
95753,298359829
95813,1035549939
95874,58648271
95934,796167267
95995,1094160709
96055,388105523
96116,1444690055
96176,833011926
96237,1541445564
96297,459569852
96358,1750591021
96418,855448800
96479,1939885001
96539,1007384881
96600,930579108
96660,1306892727
96721,1333201604
96782,2028983721
96842,819645104
96903,801234876
96963,1077215605
97024,2105483932
97084,462480983
97145,1962026917
97205,1555986006
97266,1583939431
97326,1648255664
97387,612620937
97447,39671661
97508,1224673794
97568,755236490
97629,2075887574
97689,1564082057
97750,1031787367
97810,829322093
97871,765541151
97932,989557585
97992,1600350985
98053,787577333
98113,1073122825
98174,597852707
98234,524569089
98295,238876446
98355,1373801029
98416,388243628
98476,1355709347
98537,137475152
98597,434909659
98658,442831127
98718,1524995684
98779,1575268324
98839,869848044
98900,890818569
98960,330930395
99021,1140599127
99082,1233231817
99142,668854621
99203,1478984004
99263,280753644
99324,539153610
99384,2069574894
99445,1877751334
99505,1181675864
99566,1869749848
99626,670556026
99687,1997385095
99747,41851728
99808,1016457572
99868,1916066732
99929,1547711480
99989,1833872766
100050,1571322412
100110,1823136556
100171,185157703
100232,2120471668
100292,716107589
100353,2071768321
100413,1633287731
100474,2012595497
100534,58752388
100595,2059810617
100655,1723730899
100716,935813715
100776,116954043
100837,1688328920
100897,634039396
100958,1397005857
101018,449674478
101079,1283354032
101139,1360638793
101200,940883690
101260,960352765
101321,1256265910
101382,1976534636
101442,1005764290
101503,1528580442
101563,1867915566
101624,823548549
101684,1302817357
101745,79143858
101805,2124452967
101866,1623672728
101926,530304830
101987,1922819244
102047,2063431806
102108,1403773198
102168,1341669385
102229,1619510615
102289,238437671
102350,1206268047
102410,758997072
102471,780226649
102532,1168241199
102592,768230655
102653,1265230009
102713,1078650003
102774,985009279
102834,333412762
102895,1227251546
102955,793484500
103016,906399575
103076,327374660
103137,1190640869
103197,1474647498
103258,1446192349
103318,1155731346
103379,152572074
103439,1183364682
103500,234667707
103560,1606792816
103621,1873744758
103682,713016816
103742,615284618
103803,905053296
103863,753958309
103924,1448554302
103984,468854876
104045,709447869
104105,1347538255
104166,976323439
104226,808748492
104287,336179605
104347,1881909431
104408,1533964001
104468,746779010
104529,1148363901
104589,241010761
104650,1408076040
104710,859911977
104771,701999913
104832,300485263
104892,177857063
104953,147056457
105013,15747308
105074,1516092155
105134,366008764
105195,454006468
105255,290040635
105316,145735516
105376,268866118
105437,1830639237
105497,342504418
105558,468314327
105618,727427562
105679,1920589274
105739,1955171719
105800,614979783
105860,1043519376
105921,1315988479
105982,1257772503
106042,1494379980
106103,1087309054
106163,1999954099
106224,285652500
106284,1634210182
106345,552010844
106405,1704003195
106466,929831094
106526,895372813
106587,2122534849
106647,832526519
106708,990474078
106768,924412477
106829,816979215
106889,738868096
106950,506790740
107010,677479637
107071,1066213755
107132,1606289101
107192,234538936
107253,875387444
107313,1698296319
107374,1135827700
107434,206570870
107495,1772209175
107555,484616701
107616,463838116
107676,652295701
107737,1838724574
107797,1230104475
107858,1459211564
107918,1662879009
107979,1456643087
108039,1665036165
108100,1530182228
108161,87988010
108221,839709322
108282,59743833
108342,389725638
108403,1434058914
108463,492927113
108524,694428516
108584,905615977
108645,1636481029
108705,1444862918
108766,600434298
108826,201887662
108887,878810329
108947,261462940
109008,976211480
109068,1512701500
109129,732148636
109189,2091260578
109250,1858892734
109311,1946942849
109371,425913029
109432,1209891759
109492,1524873036
109553,240234833
109613,1845458843
109674,1986594211
109734,168211201
109795,562394547
109855,580780326
109916,1767381651
109976,1606203216
110037,581213271
110097,516542086
110158,65307054
110218,429922631
110279,1306968848
110339,728796454
110400,721602754
110461,1310463346
110521,431110362
110582,2026540590
110642,396181321
110703,1319323538
110763,1491230002
110824,439664842
110884,2008618686
110945,1451738241
111005,343453504
111066,451696466
111126,370620522
111187,915693270
111247,1311481531
111308,1315197385
111368,1109676541
111429,1477769426
111489,1120485748
111550,371979444
111611,668856641
111671,703424075
111732,1357850291
111792,2014771009
111853,1637372385
111913,899748214
111974,948292039
112034,1599126520
112095,2052072194
112155,514010111
112216,1411728721
