0.0519,1,0,-2,0,1,0,41,-2,-2,0,-1,0,-2,1,22,1,0,0,0,64,-244562
0.0524,-1,-2,-2,1,0,-2,41,-2,1,0,0,1,-1,-2,24,0,-1,-1,-1,62,-245829
0.0528,0,-2,-1,0,1,-1,44,-2,-2,0,0,0,0,1,25,0,0,1,-2,62,-246844
0.0533,-2,-2,-1,0,-2,1,43,0,0,-1,1,0,-2,1,24,-1,1,-1,-1,63,-248121
0.0537,1,-1,0,-1,1,0,42,-2,-2,-2,0,1,-1,-1,26,0,1,1,-1,64,-249145
0.0541,-1,-2,0,0,1,-1,43,1,-1,-2,-1,-1,-2,0,23,1,0,1,-1,65,-250171
0.0546,-2,0,0,-1,-1,-2,43,-1,0,0,1,0,0,0,23,-1,0,-1,-1,64,-251464
0.0550,-1,1,-1,0,-1,-2,43,-2,-2,1,-1,1,0,-1,23,-1,-1,0,0,64,-252502
0.0555,0,-1,-2,0,0,1,43,0,-1,-2,0,0,0,-1,24,-1,-1,-1,-2,65,-253803
0.0559,0,0,1,0,0,1,41,0,-1,0,0,0,0,-1,27,0,1,0,-2,65,-254847
0.0564,1,0,0,-1,1,-1,43,-2,1,-1,1,0,0,-1,24,-1,1,-1,1,62,-256159
0.0568,1,-2,-1,0,-1,-2,44,0,-1,1,0,0,0,0,25,-1,0,1,-1,62,-257212
0.0573,1,1,0,-1,0,1,41,0,-1,-2,-1,0,1,1,27,0,0,0,0,64,-258534
0.0577,1,1,-2,-1,0,-1,44,-1,-2,-1,0,1,0,-2,25,1,-1,0,1,62,-259596
0.0581,0,-1,-2,-1,-2,-1,41,-2,-1,0,-1,0,1,1,28,-1,-1,0,-2,65,-260661
0.0586,1,1,0,0,-2,1,44,1,-2,0,0,0,-2,0,28,1,0,-1,-2,63,-262002
0.0590,0,0,-1,1,0,-2,41,-1,-1,1,1,0,-2,0,26,0,1,-1,1,62,-263073
0.0595,-1,0,-1,0,0,-1,44,0,0,0,1,0,1,-2,25,-1,0,0,1,65,-264422
0.0599,-2,0,0,1,-2,-2,41,1,-1,-2,-1,-1,0,1,29,0,0,0,0,64,-265506
0.0604,-1,0,-2,-1,-1,-2,42,0,1,-1,-1,1,-2,-1,29,1,0,0,0,65,-266867
0.0608,-2,-1,0,0,1,-2,43,-2,-1,-1,1,0,0,1,27,1,0,-1,-2,63,-267958
0.0612,1,-1,-1,0,-1,-2,41,-1,0,1,0,0,0,1,26,0,0,0,1,63,-269053
0.0617,-1,1,-1,0,-1,0,44,0,0,-2,1,1,0,-2,27,-1,0,0,-1,64,-270427
0.0621,-2,1,1,1,-2,0,44,-2,0,0,1,0,0,1,30,-1,0,-1,-1,62,-271532
0.0626,-2,-2,0,1,1,0,41,-1,0,-1,-1,0,-1,-1,30,0,0,-1,0,64,-272921
0.0630,-2,0,-2,-1,-2,-2,41,1,-2,-1,0,1,-1,1,27,-1,1,1,-1,64,-274033
0.0635,-2,1,1,0,0,0,41,0,1,-1,0,-1,1,1,30,-1,0,0,-1,62,-275428
0.0639,0,0,1,0,0,-2,42,1,0,1,-1,0,0,1,31,1,-1,1,1,65,-276552
0.0644,-1,0,0,0,0,1,44,-2,0,1,0,-1,-1,-1,30,0,1,1,1,64,-277959
0.0648,1,-2,1,0,1,-2,44,-1,0,-1,0,0,0,1,30,0,1,0,-2,63,-279093
0.0652,0,-1,0,0,0,-1,43,-1,-2,-2,-1,-1,-2,-1,28,0,0,1,-2,65,-280228
0.0657,-2,-1,-2,0,0,0,41,0,1,0,1,1,0,-2,31,-1,-1,0,1,62,-281652
0.0661,-1,1,-1,-1,-1,-1,41,0,-2,-1,0,1,0,1,31,0,0,0,1,62,-282795
0.0666,0,-2,-1,0,-2,-2,44,0,-1,0,-1,0,-2,0,31,-1,0,-1,1,65,-284229
0.0670,1,1,1,1,0,-1,41,-1,0,-2,0,0,-2,1,32,-1,-1,1,1,63,-285384
0.0675,-2,1,-2,1,0,-1,42,0,1,-2,0,0,-2,-2,30,-1,-1,0,0,62,-286832
0.0679,1,-1,-1,0,1,1,42,0,1,-1,1,-1,-2,0,33,-1,-1,1,0,65,-287993
0.0683,0,0,-2,1,-2,1,42,0,0,-2,0,1,-1,0,31,0,0,-1,0,62,-289162
0.0688,-1,-2,-1,1,-1,-2,43,-1,-2,0,0,1,1,0,32,-1,-1,0,-2,65,-290623
0.0692,-1,0,1,0,-2,-1,44,-2,0,0,0,0,1,-2,30,0,0,0,1,65,-291799
0.0697,-1,-2,-1,0,0,-2,44,-2,-2,-1,-1,0,0,0,31,-1,1,0,-1,65,-293277
0.0701,1,-2,0,1,-2,-2,43,1,0,0,0,0,-2,0,31,0,-1,1,0,64,-294461
0.0706,0,0,-2,1,-1,0,41,1,0,0,1,1,1,-2,31,0,-1,1,0,65,-295947
0.0710,0,1,-2,0,-1,-2,43,-1,1,-2,-1,1,0,1,34,0,1,1,1,64,-297143
0.0715,1,-1,-2,1,0,-2,42,1,-2,-2,1,0,1,0,33,0,1,0,1,62,-298639
0.0719,-2,-1,0,0,0,0,43,1,-2,1,0,0,1,-2,34,-1,0,-1,1,62,-299846
0.0723,-2,-1,0,1,-1,-1,42,0,-1,-1,1,1,1,-2,35,1,0,0,1,64,-301052
0.0728,-1,-1,1,0,0,-2,44,0,-2,-2,1,1,-1,-2,34,1,1,0,-2,63,-302567
0.0732,1,-2,-1,0,-2,-1,43,-1,0,-1,0,1,-2,1,35,-1,1,-1,0,62,-303784
0.0737,-2,-2,1,0,-2,-2,43,0,1,-2,1,1,1,0,33,0,0,1,-1,62,-305311
0.0741,0,1,1,1,-1,0,43,-1,0,0,1,-1,1,-2,33,0,0,-1,-1,63,-306541
0.0746,1,1,-2,0,-2,1,42,-1,1,-2,1,-1,-1,0,34,0,0,0,-2,62,-308081
0.0750,-1,-1,-1,0,1,1,42,1,-2,-2,1,0,-2,-1,35,0,0,1,-2,64,-309317
0.0754,0,1,1,0,1,0,41,0,0,1,0,0,-2,-2,37,0,0,1,-2,62,-310555
0.0759,0,-1,0,-1,1,1,42,0,-2,1,-1,0,0,-1,36,0,0,1,0,62,-312115
0.0763,1,-1,-1,0,1,1,43,-2,0,0,-1,1,1,-2,36,-1,1,0,-1,65,-313364
0.0768,-1,-2,0,1,0,0,41,-2,-1,-2,1,-1,-1,-1,35,0,0,0,1,63,-314932
0.0772,1,1,-2,0,1,-2,44,0,0,-2,0,-1,1,1,38,0,-1,-1,-2,62,-316193
0.0777,-2,-1,1,-1,1,1,42,-2,-2,0,0,1,0,-1,38,0,0,-1,-2,65,-317774
0.0781,-2,1,-1,1,1,0,43,1,1,1,0,0,-2,1,39,-1,0,0,1,64,-319045
0.0786,-1,1,-1,0,-1,0,43,0,1,-1,0,0,-2,1,37,0,1,0,-1,62,-320641
0.0790,0,-1,0,1,-2,-1,41,-2,1,-2,-1,0,0,-2,37,1,-1,0,0,64,-321917
0.0794,1,-1,-1,0,-2,1,44,-2,0,1,0,0,1,-1,38,0,0,-1,-2,63,-323203
0.0799,-2,-2,0,1,-1,-1,41,-1,-2,1,0,-1,0,-1,39,0,1,1,0,65,-324817
0.0803,1,-1,1,0,1,-2,44,0,1,1,-1,1,0,-2,37,0,-1,0,-1,63,-326108
0.0808,-2,-1,1,-1,-1,0,44,-1,0,0,-1,0,1,-1,39,-1,1,0,0,64,-327735
0.0812,-1,-2,0,-1,1,-1,42,-1,1,0,0,0,-1,-2,41,1,1,1,1,62,-329038
0.0817,-2,-2,-1,1,-1,0,44,0,-2,-1,0,-1,-2,-1,41,0,0,-1,1,62,-330674
0.0821,-1,-2,0,0,0,1,44,-1,-2,-2,-1,-1,-1,1,40,0,0,-1,1,65,-331989
0.0825,1,1,-2,0,-1,0,42,1,0,-1,0,1,0,0,42,0,1,1,0,63,-333309
0.0830,1,-2,1,0,-2,-2,41,-2,0,-1,1,-1,-1,-2,40,1,0,1,-2,62,-334961
0.0834,-1,0,-2,0,-1,-1,42,-2,-2,1,-1,0,-2,-2,39,0,-1,-1,1,65,-336293
0.0839,0,-2,-1,1,0,1,44,-1,1,-1,1,1,-2,1,43,1,0,0,0,62,-337958
0.0843,-1,0,1,0,-1,-1,42,-1,-1,0,0,0,1,1,41,0,0,0,-2,62,-339300
0.0848,-1,-1,0,0,0,-1,44,-1,0,0,1,0,-2,1,42,0,0,-1,0,62,-340980
0.0852,-2,0,1,0,0,-2,43,1,-1,1,-1,1,-1,-1,43,1,0,1,-2,63,-342330
0.0857,1,-2,0,-1,0,-1,43,1,0,0,0,0,-1,-2,42,-1,0,1,0,63,-344022
0.0861,0,-1,-1,0,-2,1,44,1,1,-2,0,0,1,0,41,1,0,0,-2,62,-345382
0.0865,0,0,0,0,-2,-2,43,-1,-2,1,1,-1,-2,0,43,1,0,-1,1,62,-346745
0.0870,-1,0,0,-1,-2,-2,44,1,-1,0,0,-1,0,1,44,0,-1,0,-2,65,-348460
0.0874,0,0,-1,0,0,-1,41,1,-1,-1,0,0,1,-1,42,1,-1,0,0,62,-349834
0.0879,0,-2,0,-1,-1,-1,43,-1,1,0,-1,1,1,0,43,-1,0,1,-2,64,-351559
0.0883,-1,1,-1,0,1,-2,44,-1,-1,-1,0,-1,0,0,44,-1,-1,0,-2,63,-352945
0.0888,-1,1,1,0,0,0,43,-1,1,0,1,0,0,0,46,1,1,1,1,64,-354684
0.0892,0,-1,0,0,-1,1,44,-2,0,1,0,0,-2,0,44,0,1,1,-2,63,-356078
0.0897,-1,1,0,1,0,1,44,0,0,-2,-1,-1,-2,-2,46,0,1,1,-2,62,-357829
0.0901,0,-2,-1,0,1,-1,42,1,1,-2,-1,1,-2,-2,47,0,1,1,-1,65,-359236
0.0905,-2,0,-2,-1,0,-1,42,-1,-2,1,0,1,-1,1,46,0,-1,0,-2,64,-360647
0.0910,-1,-2,-2,0,-1,-1,44,-2,-1,0,-1,0,0,1,46,-1,1,0,-1,64,-362419
0.0914,1,-2,-2,0,-2,1,41,0,-1,0,0,1,1,0,46,1,-1,1,-2,65,-363841
0.0919,1,0,-1,0,0,0,41,1,1,-2,1,0,1,-1,47,-1,-1,1,-2,64,-365627
0.0923,-2,1,1,-1,-2,-2,44,0,0,1,1,1,-1,0,47,-1,-1,1,-1,65,-367061
0.0928,0,0,0,0,1,0,42,0,1,1,0,0,1,1,46,0,0,1,-2,64,-368858
0.0932,-1,-1,-2,1,-2,0,44,-2,-1,1,1,1,-2,0,48,0,0,0,1,65,-370299
0.0936,1,-1,-1,1,0,-2,44,1,1,-2,0,1,1,1,47,0,0,1,-1,62,-371750
0.0941,1,0,1,0,-2,1,43,1,-1,0,-1,-1,-2,0,48,1,0,-1,-1,63,-373569
0.0945,-1,-2,-1,0,-2,-1,41,-2,-1,-1,0,-1,-1,0,49,-1,0,0,0,65,-375025
0.0950,-1,-2,0,0,0,0,41,-2,-1,-1,1,0,0,-1,50,0,-1,0,-2,65,-376859
0.0954,-1,-2,-1,1,1,1,42,-1,-1,0,1,0,0,0,51,1,1,0,-1,63,-378330
0.0959,-2,-1,-2,-1,-2,-2,41,0,1,-1,1,0,1,-1,50,0,-1,-1,-2,63,-380173
0.0963,1,1,-1,1,0,-1,43,-1,-2,-1,-1,1,-1,0,51,1,-1,-1,-2,63,-381655
0.0968,-1,-2,-2,0,-2,1,43,1,-1,1,0,-1,-1,-1,52,-1,1,0,-1,62,-383514
0.0972,0,1,-2,0,1,0,41,-1,0,-2,0,1,0,0,52,0,1,0,0,62,-385006
0.0976,-2,-1,1,0,-2,0,42,0,-2,1,-1,0,-1,0,51,-1,0,0,-1,65,-386504
0.0981,-1,-2,-1,-1,1,-1,44,0,-1,0,-1,-1,-2,0,54,1,1,0,-2,64,-388382
0.0985,1,-2,0,0,-2,0,41,1,1,1,1,1,-2,1,51,0,-1,1,1,62,-389892
0.0990,1,0,-1,-1,-2,-2,41,-1,0,-1,-1,0,-1,1,51,1,0,-1,-1,62,-391784
0.0994,-2,-1,-2,0,-1,-2,44,1,1,-1,1,1,0,-1,52,-1,0,-1,0,63,-393307
0.0999,-2,-2,-2,0,-2,-1,42,-1,0,1,1,0,-1,0,53,0,-1,1,0,64,-395212
0.1003,0,1,-2,0,-1,-1,43,-1,-2,1,-1,0,0,-1,53,0,0,0,0,64,-396746
0.1007,-2,0,-1,0,-2,1,43,-2,-1,-1,-1,0,1,0,54,0,1,1,-2,65,-398281
0.1012,-1,-2,0,-1,-1,-1,43,1,0,1,1,1,-2,1,55,0,-1,0,-1,64,-400208
0.1016,-2,0,-2,0,-1,0,43,0,1,1,1,0,-2,0,57,0,1,-1,1,64,-401760
0.1021,-1,-1,-1,0,1,-1,44,1,0,0,-1,0,-1,-1,54,-1,-1,-1,-1,63,-403699
0.1025,1,-1,-1,-1,-1,-1,43,1,1,1,-1,1,-2,-1,55,0,1,0,1,62,-405258
0.1030,1,0,-2,0,0,-1,43,0,-1,1,0,0,-1,-2,56,1,-1,0,-2,64,-407217
0.1034,-1,-1,0,0,0,1,42,-2,-1,-2,1,0,-1,1,55,0,1,-1,-2,62,-408789
0.1039,-1,0,-1,0,0,0,41,1,-2,1,-1,0,1,-2,57,1,1,0,-1,64,-410761
0.1043,-2,0,-1,0,1,0,41,-2,-2,1,-1,0,1,1,59,0,0,0,0,65,-412341
0.1047,0,0,1,-1,-1,-1,44,0,-2,-1,0,1,-2,0,59,0,1,1,-1,64,-413930
0.1052,-2,0,0,1,0,-2,43,0,0,-1,0,0,-2,-1,59,0,0,-1,-1,65,-415921
0.1056,1,-2,0,0,-1,0,42,-1,-1,-2,1,-1,-1,0,60,-1,1,-1,-2,63,-417523
0.1061,-2,1,-1,-1,0,0,43,0,1,0,0,-1,1,-1,60,0,0,0,-1,62,-419530
0.1065,-2,-1,0,0,-1,0,44,1,1,-1,0,-1,1,-2,60,0,0,0,0,64,-421142
0.1070,0,0,-1,1,1,-1,43,-2,-2,1,1,1,-2,-2,59,1,0,1,-1,62,-423164
0.1074,-2,-1,-2,0,-1,-1,44,-1,-1,-1,-1,0,-1,1,60,1,-1,1,-2,64,-424787
0.1078,0,0,-2,0,1,-2,41,0,0,0,0,0,1,-1,61,0,0,0,1,65,-426415
0.1083,0,1,-1,-1,0,-1,41,1,0,-2,-1,0,0,-2,61,1,0,0,0,62,-428460
0.1087,-1,0,0,-1,-2,1,44,0,-1,0,1,0,1,0,63,1,1,-1,-1,63,-430100
0.1092,-2,-2,-1,0,-2,-1,44,-2,0,1,0,1,1,-1,61,-1,-1,0,1,62,-432159
0.1096,0,-1,-1,0,-2,-1,41,-1,0,0,-1,1,-1,-1,63,1,-1,-1,-2,64,-433809
